the_geom,cartodb_id,x,y,codid,direccion,localidad,tipointer,disppdm,fechaimplementacion
0101000020E6100000556B6116DA8252C03FC1F25277EE1240,713,-74.044561,4.73287706,60,AV SANTA BARBARA (AK 19) X CL 151,USAQUEN,"VEHICULAR, PEATONAL",SIN,1998-06-09
0101000020E6100000BD13CD45348452C0BFDD31A791931240,714,-74.06569047,4.64411031,275,AV CARACAS (AK 14) X AV GILBERTO ALZATE AVENDANO (AC 57),TEUSAQUILLO,"VEHICULAR, PEATONAL","BOTON, SONORO",1997-06-12
0101000020E610000037FFD0485B8452C084C15E1734971240,715,-74.06807156,4.64765965,323,KR 17 X CL 60,TEUSAQUILLO,"VEHICULAR, PEATONAL",SIN,1990-04-11
0101000020E61000006EAA90204C8452C0823185E306971240,716,-74.06714644,4.647487216,311,KR 16 X CL 60,TEUSAQUILLO,VEHICULAR,SIN,1990-09-18
0101000020E6100000920D9C1A458452C043C2F019A2991240,717,-74.06671777,4.65003243,298,KR 16 X AV JOSE CELESTINO MUTIS (AC 63),BARRIOS UNIDOS,"VEHICULAR, PEATONAL",SIN,1980-07-14
0101000020E610000069255C442B8452C005921998AA961240,718,-74.06514081,4.64713514,270,AV CARACAS (AK 14) X CL 60,TEUSAQUILLO,"VEHICULAR, PEATONAL",SIN,1986-05-12
0101000020E61000005F2E3DF5238452C004755AB741991240,719,-74.0646947,4.64966475,261,AV CARACAS (AK 14) X AV JOSE CELESTINO MUTIS (AC 63),BARRIOS UNIDOS,"VEHICULAR, PEATONAL",SIN,1997-04-09
0101000020E6100000892C8110208452C0FF04C4034E931240,720,-74.06445706,4.64385229,260,KR 13 X CL 57,CHAPINERO,"VEHICULAR, PEATONAL",SIN,1993-07-02
0101000020E6100000598DC281128452C0C0EB1C7F798B1240,721,-74.06362957,4.63620566,248,AV ALBERTO LLERAS CAMARGO (AK 7) X CL 49,CHAPINERO,"VEHICULAR, PEATONAL",SIN,1998-09-05
0101000020E610000019D8744EFD8352C0C187C199EB8A1240,722,-74.0623356,4.63566437,224,TV 3 X CL 49,CHAPINERO,"VEHICULAR, PEATONAL",SIN,2003-12-12
0101000020E610000071003FDB118452C045B0E42A168F1240,723,-74.06358987,4.639733,249,KR 9 X AV PABLO VI (AC 53),CHAPINERO,"VEHICULAR, PEATONAL","BOTON, SONORO",1980-01-13
0101000020E6100000562DE928078452C000B466D8E68E1240,724,-74.062937,4.63955248,238,AV ALBERTO LLERAS CAMARGO (AK 7) X AV PABLO VI (AC 53),CHAPINERO,"VEHICULAR, PEATONAL",SIN,1980-01-13
0101000020E610000081D14087548452C03DAB459FEA931240,725,-74.0676592,4.6444497,319,KR 16 X AV GILBERTO ALZATE AVENDANO (AC 57),TEUSAQUILLO,VEHICULAR,SIN,1983-10-31
0101000020E6100000F1EBC2CDF18452C0852A87BB1FCC1240,726,-74.07725853,4.6993398,515,KR 71 X AV PEPE SIERRA (AC 116),SUBA,VEHICULAR,SIN,1998-06-09
0101000020E6100000AADB1303E88452C042ED5E72CCCB1240,727,-74.07666089,4.69902209,510,KR 70H X AV PEPE SIERRA (AC 116),SUBA,VEHICULAR,SIN,1998-06-09
0101000020E61000002E0B60A9728452C07D7BA9D027CB1240,728,-74.06949839,4.69839407,358,AV DE LA CONSTITUCION (AK 70) X AV ALFREDO D BATEMAN (TV 60),SUBA,"VEHICULAR, PEATONAL",SIN,1983-05-25
0101000020E61000008F7817C71F8552C0021AF38EE1D61240,729,-74.08006456,4.709844812,536,AV BOYACA (AK 72) X AV RODRIGO LARA BONILLA (AC 127),SUBA,VEHICULAR,SIN,1993-02-18
0101000020E6100000CA01797E0A8552C0FE43B3CCD1D81240,730,-74.07876551,4.711737822,528,AV BOYACA (AK 72) X CL 127A,SUBA,VEHICULAR,SIN,1998-04-20
0101000020E61000004A9C4FFC9C8452C0058BF21659CC1240,731,-74.07208164,4.6995586,412,KR 70C X AV PEPE SIERRA (AC 116),SUBA,"VEHICULAR, PEATONAL","BOTON, SONORO",2007-12-21
0101000020E6100000DEA3FFC48C8452C0BB697142F8D21240,732,-74.07109189,4.70602516,392,AV ALFREDO D BATERMAN (TV 60) X CL 120,SUBA,"VEHICULAR, PEATONAL",SIN,1988-02-11
0101000020E6100000A5A52C22CE8452C0841B6E71A1D71240,733,-74.07508139,4.710576794,503,KR 70G X AV RODRIGO LARA BONILLA (AC 127),SUBA,"VEHICULAR, PEATONAL, BICIUSUARIOS",SIN,2007-12-26
0101000020E6100000A9703E549E8452C0FCB5D67A33D81240,734,-74.07216364,4.71113388,416,AV ALFREDO D BATERMAN (TV 60) X AV RODRIGO LARA BONILLA (AC 127),SUBA,"VEHICULAR, PEATONAL, BICIUSUARIOS",SIN,1997-06-19
0101000020E610000016825EB0828452C0C102A6A180D81240,735,-74.07047662,4.71142819,377,AV LAS VILLAS (AK 58) X AV RODRIGO LARA BONILLA (AC 127),SUBA,VEHICULAR,SIN,1992-07-28
0101000020E6100000BB6FE2CFA38452C0027AFDD726DA1240,736,-74.07249829,4.713038802,428,AV ALFREDO D BATERMAN (TV 60) X CL 127D,SUBA,EXCLUSIVA PEATONAL,"BOTON, SONORO",1988-11-09
0101000020E6100000D6ABC8E8808452C082C7478B33DA1240,737,-74.070368,4.71308725,376,AV LAS VILLAS (AK 58) X CL 127D,SUBA,VEHICULAR,SIN,1988-09-11
0101000020E6100000B12DA1ED5E8452C03B3BC0174FC21240,738,-74.06829396,4.68975484,329,KR 64 X AV ESPANA (AC 100),SUBA,VEHICULAR,SIN,1983-06-13
0101000020E6100000B9C2BB5CC48252C03E08AC3D68DD1240,739,-74.043235,4.71621796,49,AV JORGE URIBE BOTERO (AK 15) X AV CONTADOR (AC 134),USAQUEN,VEHICULAR,SIN,2000-08-15
0101000020E6100000A654B231A98252C0BBC201E3CFE21240,740,-74.04157679,4.72149615,38,AV JORGE URIBE BOTERO (AK 15) X CL 140,USAQUEN,VEHICULAR,SIN,1993-05-11
0101000020E6100000659E5D9DA78252C0049B79EE14E51240,741,-74.04148039,4.72371266,37,AV JORGE URIBE BOTERO (AK 15) X CL 142,USAQUEN,"VEHICULAR, PEATONAL",SIN,1998-04-01
0101000020E61000006337E0B1678252C0FEFB46C717E11240,742,-74.03757903,4.71981727,27,KR 12 X CL 140,USAQUEN,"VEHICULAR, PEATONAL",SIN,2006-11-08
0101000020E6100000C55E958F8D8252C07C09615E15E21240,743,-74.03989019,4.72078464,32,KR 13 X CL 140,USAQUEN,VEHICULAR,SIN,1993-05-11
0101000020E6100000F6ECAA21808252C03E20AD5F20E41240,744,-74.03907053,4.722779746,29,KR 13 X CL 142,USAQUEN,"VEHICULAR, PEATONAL",SIN,1998-04-04
0101000020E61000000BDB6863D98252C0449B03E364EF1240,745,-74.04451833,4.73378329,58,AV SANTA BARBARA (AK 19) X CL 152,USAQUEN,VEHICULAR,SIN,2001-07-02
0101000020E6100000C361ED18EC8252C0834114E535F71240,746,-74.04566024,4.74141653,64,KR 21 X AV DE LAS ORQUIDEAS (AC 161),USAQUEN,VEHICULAR,SIN,2001-05-21
0101000020E6100000A522793AD98252C0BB40429CA0FC1240,747,-74.04450857,4.74670643,57,KR 21 X CL 166,USAQUEN,"VEHICULAR, PEATONAL",SIN,2006-09-05
0101000020E6100000C5BE0203CE8252C03C4EDF006DF21240,748,-74.04382396,4.73674394,54,AV SANTA BARBARA (AK 19) X AV DE LA SIRENA (AC 153),USAQUEN,"VEHICULAR, PEATONAL, BICIUSUARIOS",SIN,2004-08-19
0101000020E6100000DFF158F9C68252C0BB57DA1455F41240,749,-74.04339441,4.73860581,51,AV SANTA BARBARA (AK 19) X CL 159,USAQUEN,VEHICULAR,SIN,1994-11-10
0101000020E6100000CACD6892758252C0FE2C26361FF31240,750,-74.03842602,4.73742375,28,AV JORGE URIBE BOTERO (AK 15) X CL 159,USAQUEN,"VEHICULAR, PEATONAL",SIN,2006-11-08
0101000020E6100000DA5249958F8252C0C1DE9E31DDF51240,751,-74.04001362,4.7401016,33,KR 16C X AV DE LAS ORQUIDEAS (AC 161),USAQUEN,"VEHICULAR, PEATONAL",SIN,2000-08-15
0101000020E61000001AFA48C6418252C0424CA7751BE01240,752,-74.03526456,4.71885475,23,KR 11 X CL 140,USAQUEN,VEHICULAR,SIN,1993-05-11
0101000020E61000002AECBB85A28352C07CABAE6443921240,753,-74.05679458,4.64283521,164,TV 1 X AV PATRICIO SAMPER GENECCO (CL 60BIS),CHAPINERO,"VEHICULAR, PEATONAL",BOTON,1991-04-16
0101000020E61000004929C0C1A88352C0FD4BBD5574971240,754,-74.0571751,4.64790472,171,KR 4A X CL 65,CHAPINERO,"VEHICULAR, PEATONAL",SIN,2006-02-28
0101000020E6100000D37025962F8752C044B335AEC19B1240,755,-74.11227945,4.65210602,739,AV DE LA CONSTITUCION (AK 68D) X CL 23,FONTIBON,EXCLUSIVA PEATONAL,"BOTON, SONORO",2008-01-05
0101000020E610000008482C101A8752C0BDA5D766639D1240,756,-74.11096577,4.6536995,732,AV DE LA CONSTITUCION (AK 68D) X AV LUIS CARLOS GALAN (AC 24),FONTIBON,VEHICULAR,SIN,1990-03-08
0101000020E610000033B23B0F348752C0802B6133E19F1240,757,-74.11255246,4.65613251,740,KR 69B X AV LUIS CARLOS GALAN (AC 24),FONTIBON,"VEHICULAR, PEATONAL",SIN,2004-09-07
0101000020E61000001FE7681B208752C07FE31A5DADA01240,758,-74.11133466,4.65691133,734,KR 69B X CL 24A,FONTIBON,"VEHICULAR, PEATONAL",SIN,2004-09-07
0101000020E610000061BE3B80258452C0FB5C08BB26FD1240,759,-74.06478887,4.747218058,266,AV BOYACA (AK 72) X CL 163,SUBA,EXCLUSIVA PEATONAL,"BOTON, SONORO",2008-01-23
0101000020E6100000EF3866555B8352C0BFA7BAF4EDF01240,760,-74.05244956,4.73528273,1175,KR 50 X CL 152,SUBA,"VEHICULAR, PEATONAL",SIN,2009-09-01
0101000020E6100000E5553BF54E8552C040E82510C0FF1240,761,-74.08294421,4.7497561,554,KR 92 X AV DE LAS MERCEDES (AC 153),SUBA,"VEHICULAR, PEATONAL",SIN,2000-07-12
0101000020E6100000654FFB73328452C080F7D2EB818C1240,762,-74.06557941,4.63721436,274,KR 13 X CL 50,CHAPINERO,"VEHICULAR, PEATONAL",SIN,1993-03-08
0101000020E61000007FB6FE2B658452C082839D071C8E1240,763,-74.06867504,4.6387788,336,KR 16 X CL 51,TEUSAQUILLO,"VEHICULAR, PEATONAL",SIN,1990-05-12
0101000020E61000005D1C86035F8452C084EC8C0829901240,764,-74.06829918,4.64078153,326,KR 16 X AV PABLO VI (AC 53),TEUSAQUILLO,VEHICULAR,SIN,1982-12-14
0101000020E6100000E2F2CC89458452C0BB93C2BCC78D1240,765,-74.06674428,4.63845725,296,AV CARACAS (AK 14) X CL 51,TEUSAQUILLO,"VEHICULAR, PEATONAL",SIN,1993-12-16
0101000020E61000002A22DCC73E8452C0033D6C3BD08F1240,766,-74.06633183,4.64044278,290,AV CARACAS (AK 14) X AV PABLO VI (AC 53),TEUSAQUILLO,"VEHICULAR, PEATONAL","BOTON, SONORO",2000-12-28
0101000020E6100000D54986142A8452C0806B8C299A8F1240,767,-74.06506837,4.64023652,267,KR 13 X AV PABLO VI (AC 53),CHAPINERO,"VEHICULAR, PEATONAL","BOTON, SONORO",1983-11-13
0101000020E61000008F396CAE1C8452C082C03DCF9F861240,768,-74.06425057,4.631469,256,AV ALBERTO LLERAS CAMARGO (AK 7) X AV FRANCISCO MIRANDA (AC 45),CHAPINERO,"VEHICULAR, PEATONAL",SIN,1998-02-17
0101000020E61000000E481EC2178452C07DE27327D8871240,769,-74.06395009,4.6326605,251,AV ALBERTO LLERAS CAMARGO (AK 7) X CL 46,CHAPINERO,"VEHICULAR, PEATONAL",SIN,1980-10-13
0101000020E6100000FACCDDD7168452C03EBAB0A0F6881240,770,-74.06389424,4.63375331,250,AV ALBERTO LLERAS CAMARGO (AK 7) X CL 47,CHAPINERO,"VEHICULAR, PEATONAL",SIN,1996-04-11
0101000020E6100000C235EC945A8452C0032D3E68EA8B1240,771,-74.06802867,4.63663638,322,KR 15 X CL 49,TEUSAQUILLO,"VEHICULAR, PEATONAL",SIN,1994-12-05
0101000020E6100000A12DA5364A8452C0FBE9680BBE8B1240,772,-74.06702963,4.63646715,305,AV CARACAS (AK 14) X CL 49,TEUSAQUILLO,"VEHICULAR, PEATONAL",SIN,1987-04-24
0101000020E610000012F094A33A8452C03D261C386F891240,773,-74.06607904,4.63421333,286,KR 13 X CL 47,CHAPINERO,"VEHICULAR, PEATONAL",SIN,1987-09-09
0101000020E61000005B7F649D9E8352C07CA7806A72AB1240,774,-74.05655608,4.66742865,159,AV PASEO DEL COUNTRY (AK 15) X CL 82,CHAPINERO,"VEHICULAR, PEATONAL",SIN,1998-01-29
0101000020E610000019C06391898352C0815CCF292BAE1240,775,-74.05527148,4.67008653,150,AV PASEO DEL COUNTRY (AK 15) X AV CALLE 85 (AC 85),CHAPINERO,"VEHICULAR, PEATONAL",SIN,1998-01-29
0101000020E610000055EEE5A1638352C0BB970BE8C7AB1240,776,-74.05295608,4.66775477,131,KR 12 X AC 82,CHAPINERO,"VEHICULAR, PEATONAL",SIN,2006-10-13
0101000020E61000006A5D9303708352C0FE1C3EC836AD1240,777,-74.05371179,4.66915429,138,KR 13 X AV CALLE 85 (AC 85),CHAPINERO,VEHICULAR,SIN,1993-12-22
0101000020E610000062DEFCE9738352C07CD77888FDB01240,778,-74.05394983,4.672842152,142,AV PASEO DEL COUNTRY (AK 15) X CL 88,CHAPINERO,"EXCLUSIVA PEATONAL, BICIUSUARIOS",SIN,1999-12-24
0101000020E610000041B8569C668352C07E18EF22A7B21240,779,-74.05313786,4.6744657,130,AV PASEO DEL COUNTRY (AK 15) X CL 90,CHAPINERO,"VEHICULAR, PEATONAL",SIN,1984-12-26
0101000020E610000041E9CA4EDC8352C0C3A07F69EEB81240,780,-74.06032152,4.68059697,194,KR 47 X CL 93,BARRIOS UNIDOS,"VEHICULAR, PEATONAL",SIN,1998-05-13
0101000020E61000004591B6D0598352C043182E8231B41240,781,-74.05235689,4.67597011,120,AV PASEO DEL COUNTRY (AK 15) X AV ALEJANDRO OBREGON (AC 92),CHAPINERO,"VEHICULAR, PEATONAL, BICIUSUARIOS",SIN,1984-06-03
0101000020E61000004F7A7CCE5F8352C0FE5FC12600B91240,782,-74.05272257,4.68066464,125,KR 18 X CL 94,CHAPINERO,"VEHICULAR, PEATONAL",SIN,1993-11-30
0101000020E6100000416FB88F5C8352C03BD85D66F9BA1240,783,-74.0525245,4.68259201,123,AV SANTA BARBARA (AK 19) X AV LAUREANO GOMEZ (DG 92),CHAPINERO,"VEHICULAR, PEATONAL",SIN,1998-01-27
0101000020E610000097B5D32A488552C0BD1981A1DCC01240,784,-74.08252974,4.68834164,550,KR 69H X AV MEDELLIN (AC 80),ENGATIVA,"VEHICULAR, PEATONAL",SIN,1984-01-16
0101000020E61000004643A5952B8452C04040E01ED7001340,785,-74.06516019,4.75082062,268,AV BOYACA (AK 72) X CL 167,SUBA,"VEHICULAR, PEATONAL",SIN,2001-10-10
0101000020E6100000FA08A128758152C0822C843012FD1240,786,-74.0227758,4.7471397,2,AV ALBERTO LLERAS CAMARGO (AK 7) X AV SAN JUAN BOSCO (AC 170),USAQUEN,VEHICULAR,SIN,1996-06-19
0101000020E610000062CA2D317F8352C042310FD39D031340,787,-74.05463819,4.75353174,127,KR 55 X AV SAN JOSE (CL 170),SUBA,"VEHICULAR, PEATONAL","BOTON, SONORO",2003-11-14
0101000020E6100000C1F54AB4BF8252C080B3A0E69A001340,788,-74.0429507,4.7505909,44,KR 20 X AV SAN JUAN BOSCO (AC 170),USAQUEN,"VEHICULAR, PEATONAL, BICIUSUARIOS",SIN,2000-07-13
0101000020E6100000AE275F75898252C0C1D48DA0C6FF1240,789,-74.0396398,4.74978114,30,KR 17A X AV SAN JUAN BOSCO (AC 170),USAQUEN,"VEHICULAR, PEATONAL",SIN,2006-10-26
0101000020E610000025804A11F08652C03E93CBDA01B21240,790,-74.10840256,4.6738352,719,KR 73A X AV PABLO VI (AC 53),ENGATIVA,VEHICULAR,SIN,1993-05-12
0101000020E610000066666666A68652C03BC9A0457CAC1240,791,-74.10390625,4.66844281,696,AV DE LA CONSTITUCION (AK 70) X AV PABLO VI (AC 53),ENGATIVA,"VEHICULAR, PEATONAL",SIN,1995-07-25
0101000020E6100000DF682A38FA8652C0BD9D03F490B71240,792,-74.10902218,4.67926389,721,KR 77A X AV JOSE CELESTINO MUTIS (AC 63),ENGATIVA,"VEHICULAR, PEATONAL",SIN,2002-06-03
0101000020E6100000A23E8D04A58652C00372898BF2B21240,793,-74.10382189,4.674753361,695,AV BOYACA (AK 72) X AV JOSE CELESTINO MUTIS (AC 63),ENGATIVA,"VEHICULAR, PEATONAL",SIN,2004-10-01
0101000020E61000009283A0A3558652C0847D8B14EB9C1240,794,-74.098977,4.65324051,1142,KR 66A X CL 44,TEUSAQUILLO,"VEHICULAR, PEATONAL, BICIUSUARIOS",SIN,2006-10-10
0101000020E610000095E95DDD6D8652C04343E4F4F5A01240,795,-74.10045561,4.65718825,675,AV DEL CONGRESO EUCARISTICO (AK 68) X AV PABLO VI (AC 53),ENGATIVA,VEHICULAR,SIN,1995-05-19
0101000020E61000005A24D4A93E8652C03DB24DA6E19E1240,796,-74.09757467,4.65515766,651,KR 66A X AV PABLO VI (AC 53),TEUSAQUILLO,"VEHICULAR, PEATONAL, BICIUSUARIOS",SIN,2006-10-10
0101000020E61000006A06A7F4428752C0FD7E6C921FB51240,797,-74.11346165,4.67687825,746,TV 85 X CL 52A,ENGATIVA,"VEHICULAR, PEATONAL",SIN,2004-08-27
0101000020E6100000A9E46C32118752C08361A010A6B51240,798,-74.11042462,4.6773913,730,KR 77A X AV PABLO VI (AC 53),ENGATIVA,VEHICULAR,SIN,1993-08-30
0101000020E61000003B902F80348752C0BD6282D8A1B71240,799,-74.11257939,4.67932833,741,TV 85 X AV PABLO VI (AC 53),ENGATIVA,VEHICULAR,SIN,1989-11-23
0101000020E610000001F634D4268752C0831E138CF7B91240,800,-74.11174493,4.68160838,737,TV 85 X AV JOSE CELESTINO MUTIS (AC 63),ENGATIVA,"VEHICULAR, PEATONAL",SIN,2002-06-11
0101000020E6100000C78D324DDE8352C0C530F7E2EEC81240,801,-74.06044321,4.69622378,198,KR 50 X CL 108,SUBA,VEHICULAR,SIN,1998-08-12
0101000020E6100000F3DAB639DF8352C07B641C65F5C91240,802,-74.0604996,4.69722517,196,KR 50 X CL 111,SUBA,VEHICULAR,SIN,1998-08-12
0101000020E61000004A81C313538452C03F856013A1CE1240,803,-74.06757063,4.70178633,314,AV CORDOBA (AK 55) X AV PEPE SIERRA (AC 116),SUBA,"VEHICULAR, PEATONAL",BUCLE,1997-10-31
0101000020E6100000BD963F5B1E8452C0FC901C3C55D61240,804,-74.06435281,4.70930952,258,AV CORDOBA (AK 55) X AV RODRIGO LARA BONILLA (AC 127),SUBA,VEHICULAR,SIN,1988-12-21
0101000020E61000007312E734CD8352C03D4961621CCD1240,805,-74.05939982,4.70030359,184,KR 50 X AV PEPE SIERRA (AC 116),SUBA,VEHICULAR,SIN,1986-11-12
0101000020E61000007684C910C48352C003CC031980D01240,806,-74.05884189,4.703613654,179,KR 50 X CL 122,SUBA,"VEHICULAR, PEATONAL",SIN,2006-10-04
0101000020E6100000E13BCF0AD28352C042C2F88AEAD41240,807,-74.05969496,4.70792596,190,KR 51A X AV RODRIGO LARA BONILLA (AC 127),SUBA,"VEHICULAR, PEATONAL",SIN,2002-02-15
0101000020E6100000154A91427A8352C0810B8495F1DC1240,808,-74.05433716,4.71576532,145,KR 46 X CL 129,SUBA,VEHICULAR,SIN,1995-04-01
0101000020E6100000D1B3B4AE6C8352C080A1B691DBDC1240,809,-74.05350845,4.71568134,136,KR 45A X CL 129,SUBA,VEHICULAR,SIN,1995-04-01
0101000020E6100000398B4945448352C0401927955B981240,810,-74.05104191,4.64878686,91,AV PATRICIO SAMPER GNECCO (AK 2 ESTE) X TV 1 ESTE,CHAPINERO,"VEHICULAR, PEATONAL",SIN,2006-09-13
0101000020E6100000E0F8AA8D588352C0BE09A1C54A9F1240,811,-74.05227987,4.65555867,119,KR 4 X CL 74,CHAPINERO,"VEHICULAR, PEATONAL",SIN,2003-12-24
0101000020E6100000D937D7932D8352C0FCA9AEFA5E9E1240,812,-74.04965683,4.654659192,97,AV PATRICIO SAMPER GNECCO (AK 1) X DG 76,CHAPINERO,"VEHICULAR, PEATONAL",BOTON,2005-07-19
0101000020E61000007E171E4A208352C03DEB317DEE9F1240,813,-74.0488458,4.656183201,90,AV PATRICIO SAMPER GNECCO (AK 1) X CL 76A,CHAPINERO,"VEHICULAR, PEATONAL",SIN,2005-07-19
0101000020E61000006DE90B00598352C0FC7FB4A448A31240,814,-74.05230714,4.6594568,118,AV ALBERTO LLERAS CAMARGO (AK 7) X CL 77,CHAPINERO,"VEHICULAR, PEATONAL",SIN,1997-12-12
0101000020E6100000225ECFBE8F8152C082272F11F3031340,815,-74.02439852,4.753856915,5,AV ALBERTO LLERAS CAMARGO (AK 7) X CL 175,USAQUEN,"VEHICULAR, PEATONAL",SIN,2004-10-20
0101000020E6100000E19B94ECF28452C000956C42485C1240,816,-74.07732691,4.590119398,1181,KR 5 X AV DE LOS COMUNEROS (CL 6),SANTA FE,"VEHICULAR, PEATONAL",SIN,2010-03-17
0101000020E610000036826925088552C07B461876805C1240,817,-74.0786222,4.590333791,1182,KR 6 X AV DE LOS COMUNEROS (CL 6),SANTA FE,"VEHICULAR, PEATONAL",SIN,2010-03-17
0101000020E61000005BFAB1F8168552C0825E008EFB5C1240,818,-74.07952707,4.590803355,1183,KR 7 X AV DE LOS COMUNEROS (CL 6),SANTA FE,"VEHICULAR, PEATONAL",SIN,2010-03-17
0101000020E6100000EAFEB981258552C0C0355772BA5D1240,819,-74.08041423,4.59153155,1184,KR 8 X AV DE LOS COMUNEROS (CL 6),SANTA FE,"VEHICULAR, PEATONAL",SIN,2010-03-17
0101000020E610000021761B71D48752C07E0DC76FE15B1240,820,-74.12234142,4.58972716,1186,AV GENERAL SANTANDER (KR 27) X CL 38A S,ANTONIO NARINO,"VEHICULAR, PEATONAL","BOTON, BUCLE",2010-03-26
0101000020E61000003F90BC73688652C083DF12E3A93D1240,821,-74.10012525,4.56021838,1187,KR 3C X AV CIUDAD DE VILLAVICENCIO (CL 37A S),SAN CRISTOBAL,"VEHICULAR, PEATONAL",SIN,2010-03-10
0101000020E610000096519752B88552C04183B85959621240,822,-74.08937516,4.59604397,1189,KR 18 X CL 3,LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,2010-03-13
0101000020E6100000473746DB468852C0BE42F861CED51240,823,-74.12932474,4.7087951,1192,KR 111C X CL 70C,ENGATIVA,"VEHICULAR, PEATONAL",SIN,2010-03-29
0101000020E610000062C02F815D8652C000BB134779B91240,824,-74.09945707,4.6811267,666,AV BOYACA (AK 72) X AV DEL SALITRE (CL 66A),ENGATIVA,VEHICULAR,SIN,1983-08-02
0101000020E6100000669C6D0B228652C0C58AF4EC03B61240,825,-74.09582792,4.67774935,641,AV DE LA CONSTITUCION (AK 70) X AV DEL SALITRE (AC 66) Y CL 66B,ENGATIVA,VEHICULAR,SIN,1990-09-28
0101000020E61000005BFCD8EAD38552C0813BDE05C6AD1240,826,-74.09105941,4.66970071,606,AV DEL CONGRESO EUCARISTICO (AK 68) X AC 64C,ENGATIVA,"VEHICULAR, PEATONAL",SIN,1994-05-25
0101000020E61000009E30318EB88552C000000E6F10B01240,827,-74.08938937,4.67193769,595,AV DEL CONGRESO EUCARISTICO (AK 68) X AV DEL SALITRE (AC 66),ENGATIVA,"VEHICULAR, PEATONAL",SIN,1984-03-27
0101000020E610000031E15628EF8552C0FBE4426998B31240,828,-74.09272202,4.67538609,618,KR 69 X AV DEL SALITRE (AC 66),ENGATIVA,VEHICULAR,SIN,1994-12-28
0101000020E610000047FA59D1CB8552C03C9A7E0540BB1240,829,-74.09056505,4.68286141,602,KR 69J Y KR 69K X AV CHILE (AC 72),ENGATIVA,"VEHICULAR, PEATONAL",SIN,1983-07-04
0101000020E610000079A18137A88552C0805981C6F1B81240,830,-74.08839214,4.6806098,589,KR 68H X AV CHILE (AC 72),ENGATIVA,"VEHICULAR, PEATONAL",SIN,1983-07-22
0101000020E6100000968687B4F68552C03B85153CBF9B1240,831,-74.09318269,4.65209669,621,AV DE LA ESMERALDA (AK 60) X AV PABLO VI (AC 53),TEUSAQUILLO,VEHICULAR,SIN,1986-12-11
0101000020E610000045766493D98552C041AC41B1789A1240,832,-74.09140477,4.65085103,599,KR 58 X AV PABLO VI (AC 53),TEUSAQUILLO,"VEHICULAR, PEATONAL",SIN,2006-10-12
0101000020E61000009AB65E573C8652C0FC3B5BB4BEAC1240,833,-74.09743294,4.66869623,649,KR 69 X AV JOSE CELESTINO MUTIS (AC 63),ENGATIVA,"VEHICULAR, PEATONAL",SIN,1998-04-30
0101000020E6100000ADDC04A5498652C03D9C677084B21240,834,-74.09824491,4.67433334,657,AV DE LA CONSTITUCION (AK 70) X AC 64C,ENGATIVA,VEHICULAR,SIN,1990-07-05
0101000020E610000067883ADE2A8652C045774D064FAE1240,835,-74.09636646,4.67022333,644,KR 69 X CL 63C,ENGATIVA,"VEHICULAR, PEATONAL",SIN,2004-07-30
0101000020E610000069D8D6EC148652C0BB18EC2343B01240,836,-74.09502717,4.67213112,635,KR 69 X AC 64C,ENGATIVA,VEHICULAR,SIN,1990-07-05
0101000020E6100000C9DD22EE398352C043A50CE224A51240,837,-74.05041078,4.66127351,102,AV ALBERTO LLERAS CAMARGO (AK 7) X CL 79B,CHAPINERO,"VEHICULAR, PEATONAL",BOTON,1980-11-09
0101000020E61000008D77CBFE4E8352C0FF9CAFE5D7A71240,838,-74.05169649,4.66390952,114,KR 9 X CL 81,CHAPINERO,VEHICULAR,SIN,1994-11-11
0101000020E61000009E5B444E3E8352C07B5372B116A91240,839,-74.05067784,4.66512563,106,KR 9 X AV CALLE 82 (AC 82),CHAPINERO,VEHICULAR,SIN,1997-01-27
0101000020E6100000E2D0AFCE2D8352C0C2D7ED9A2DA81240,840,-74.04967086,4.66423647,99,KR 8 X AC 82,CHAPINERO,"VEHICULAR, PEATONAL",SIN,2006-10-19
0101000020E6100000762303ABF08352C0C0EBA26CBA931240,841,-74.06156421,4.64426584,216,AV ALBERTO LLERAS CAMARGO (AK 7) X CL 59,CHAPINERO,"VEHICULAR, PEATONAL",SIN,1986-06-03
0101000020E6100000EAADA2BBFB8352C03B3B671379951240,842,-74.06223956,4.64596968,222,KR 9 X CL 60,CHAPINERO,"VEHICULAR, PEATONAL",SIN,2004-10-22
0101000020E6100000D1DD7DA7EC8352C040E759A4E4941240,843,-74.06131923,4.64540345,208,AV ALBERTO LLERAS CAMARGO (AK 7) X CL 60,CHAPINERO,"VEHICULAR, PEATONAL",SIN,1986-06-03
0101000020E6100000F64EB427188452C07DC70A0254961240,844,-74.06397431,4.64680484,252,KR 13 X CL 60,CHAPINERO,"VEHICULAR, PEATONAL",SIN,1993-07-03
0101000020E61000002A26670F118452C03FB2A0EE0B991240,845,-74.06354127,4.64945958,244,KR 13 X AV JOSE CELESTINO MUTIS (AC 63),CHAPINERO,"VEHICULAR, PEATONAL",SIN,1997-04-05
0101000020E61000002BBBA28CDF8352C0017C3661B1981240,846,-74.06051937,4.64911415,200,KR 8 X CL 64,CHAPINERO,"VEHICULAR, PEATONAL","BOTON, BUCLE",2000-07-21
